Team,Att,Cmp,CmpPct,Yds/Att,Pass,TD,INT,Rate,1st,1stPct,20+,40+,Lng,Sck,SckY,Rush,YPC,RushPct,RushPct2,RushPct3,Rec,Yds,Yds/Rec,RecPct1,RecPct2,RecPct3,Rsh,Tot,2-PT,3rd,3rdPct,4th,4thPct,Scrm
Falcons,362.0,,,,,10.0,,,,,6.0,0.0,28,,,1361.0,3.8,84.0,23.2,4.0,,,,,,,,,,,,,,
Giants,362.0,,,,,11.0,,,,,13.0,3.0,68T,,,1685.0,4.6,89.0,24.6,9.0,,,,,,,,,,,,,,
Redskins,356.0,,,,,9.0,,,,,11.0,2.0,65T,,,1583.0,4.4,74.0,20.8,7.0,,,,,,,,,,,,,,
Dolphins,349.0,,,,,10.0,,,,,3.0,0.0,28T,,,1156.0,3.3,64.0,18.3,7.0,,,,,,,,,,,,,,
Falcons,,,,,,29.0,,,,,52.0,5.0,93,,,,,,,,459.0,5049.0,11.0,258.0,56.2,3.0,,,,,,,,
Saints,,,,,,36.0,,,,,54.0,9.0,61,,,,,,,,418.0,4431.0,10.6,230.0,55.0,2.0,,,,,,,,
Rams,,,,,,22.0,,,,,73.0,6.0,66T,,,,,,,,397.0,4669.0,11.8,222.0,55.9,3.0,,,,,,,,
Chargers,,,,,,24.0,,,,,57.0,12.0,84,,,,,,,,394.0,4648.0,11.8,220.0,55.8,4.0,,,,,,,,
Eagles,,,,,,27.0,,,,,52.0,6.0,53,,,,,,,,391.0,4063.0,10.4,215.0,55.0,6.0,,,,,,,,
Cowboys,,,,,,30.0,,,,,68.0,16.0,62,,,,,,,,388.0,4902.0,12.6,229.0,59.0,4.0,,,,,,,,
Panthers,,,,,,17.0,,,,,40.0,7.0,52T,,,,,,,,382.0,4134.0,10.8,230.0,60.2,2.0,,,,,,,,
Buccaneers,,,,,,33.0,,,,,75.0,13.0,71,,,,,,,,382.0,5127.0,13.4,244.0,63.9,3.0,,,,,,,,
Chiefs,,,,,,30.0,,,,,59.0,18.0,83,,,,,,,,378.0,4690.0,12.4,211.0,55.8,5.0,,,,,,,,
Patriots,,,,,,25.0,,,,,62.0,6.0,59,,,,,,,,378.0,4153.0,11.0,197.0,52.1,4.0,,,,,,,,
Giants,,,,,,30.0,,,,,54.0,11.0,75,,,,,,,,376.0,4070.0,10.8,187.0,49.7,5.0,,,,,,,,
Bears,,,,,,20.0,,,,,39.0,2.0,53T,,,,,,,,371.0,3573.0,9.6,178.0,48.0,1.0,,,,,,,,
Dolphins,,,,,,22.0,,,,,49.0,7.0,51,,,,,,,,371.0,4117.0,11.1,210.0,56.6,7.0,,,,,,,,
Raiders,,,,,,22.0,,,,,54.0,9.0,75,,,,,,,,367.0,4110.0,11.2,194.0,52.9,4.0,,,,,,,,
Jaguars,,,,,,24.0,,,,,53.0,6.0,70T,,,,,,,,364.0,4023.0,11.0,183.0,50.3,1.0,,,,,,,,
Bengals,,,,,,18.0,,,,,48.0,7.0,66,,,,,,,,356.0,3994.0,11.2,191.0,53.6,7.0,,,,,,,,
Packers,,,,,,26.0,,,,,52.0,12.0,74,,,,,,,,356.0,4017.0,11.3,190.0,53.4,6.0,,,,,,,,
Texans,,,,,,27.0,,,,,51.0,10.0,54,,,,,,,,355.0,4083.0,11.5,203.0,57.2,2.0,,,,,,,,
Cardinals,,,,,,20.0,,,,,49.0,10.0,88,,,,,,,,355.0,3797.0,10.7,176.0,49.6,4.0,,,,,,,,
Lions,,,,,,28.0,,,,,60.0,13.0,75,,,,,,,,344.0,4187.0,12.2,196.0,57.0,2.0,,,,,,,,
Seahawks,,,,,,31.0,,,,,55.0,10.0,60,,,,,,,,341.0,4110.0,12.0,190.0,55.7,8.0,,,,,,,,
49ers,,,,,,28.0,,,,,62.0,8.0,75,,,,,,,,331.0,4029.0,12.2,195.0,58.9,3.0,,,,,,,,
Jets,,,,,,19.0,,,,,44.0,6.0,92T,,,,,,,,323.0,3443.0,10.7,162.0,50.2,3.0,,,,,,,,
Vikings,,,,,,26.0,,,,,53.0,11.0,66,,,,,,,,319.0,3729.0,11.7,171.0,53.6,6.0,,,,,,,,
Browns,,,,,,22.0,,,,,58.0,9.0,89,,,,,,,,318.0,3847.0,12.1,180.0,56.6,2.0,,,,,,,,
Steelers,,,,,,18.0,,,,,37.0,8.0,79,,,,,,,,315.0,3214.0,10.2,147.0,46.7,7.0,,,,,,,,
Broncos,,,,,,16.0,,,,,46.0,10.0,75,,,,,,,,312.0,3401.0,10.9,162.0,51.9,4.0,,,,,,,,
Colts,,,,,,22.0,,,,,38.0,3.0,50T,,,,,,,,307.0,3314.0,10.8,165.0,53.8,5.0,,,,,,,,
Bills,,,,,,21.0,,,,,54.0,8.0,53,,,,,,,,299.0,3476.0,11.6,162.0,54.2,0.0,,,,,,,,
Redskins,,,,,,18.0,,,,,38.0,6.0,75,,,,,,,,298.0,3205.0,10.8,154.0,51.7,4.0,,,,,,,,
Titans,,,,,,29.0,,,,,58.0,15.0,91,,,,,,,,297.0,3956.0,13.3,177.0,59.6,4.0,,,,,,,,
Ravens,,,,,,37.0,,,,,44.0,8.0,83,,,,,,,,289.0,3350.0,11.6,171.0,59.2,2.0,,,,,,,,
49ers,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,23.0,54.0,2.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,21.0,60.0,2.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,21.0,52.0,1.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,20.0,37.0,1.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,20.0,44.0,1.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,19.0,46.0,1.0,,,,,
Cowboys,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,18.0,48.0,2.0,,,,,
Packers,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,18.0,44.0,3.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,18.0,38.0,3.0,,,,,
Texans,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,17.0,46.0,1.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,17.0,42.0,2.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,17.0,47.0,2.0,,,,,
Chiefs,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,16.0,48.0,1.0,,,,,
Eagles,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,16.0,44.0,4.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,15.0,38.0,1.0,,,,,
Seahawks,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,15.0,48.0,1.0,,,,,
Buccaneers,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,15.0,50.0,5.0,,,,,
Bills,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,13.0,35.0,3.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,13.0,37.0,0.0,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,12.0,51.0,0.0,,,,,
Chargers,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,12.0,37.0,1.0,,,,,
Broncos,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,11.0,27.0,1.0,,,,,
Giants,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,11.0,43.0,2.0,,,,,
Falcons,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,10.0,41.0,2.0,,,,,
Dolphins,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,10.0,34.0,1.0,,,,,
Bengals,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,9.0,28.0,2.0,,,,,
Redskins,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,9.0,28.0,1.0,,,,,
Bears,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,8.0,30.0,1.0,,,,,
Lions,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,7.0,37.0,0.0,,,,,
Steelers,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,7.0,27.0,0.0,,,,,
Jets,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,6.0,29.0,3.0,,,,,
Jaguars,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,3.0,28.0,4.0,,,,,
Eagles,,,,,,,,,,,,,,,,104.0,,22.9,,,215.0,,,55.0,,,,,,229.0,104.0,24.0,8.0,1104.0
Patriots,,,,,,,,,,,,,,,,110.0,,24.6,,,197.0,,,52.1,,,,,,227.0,87.0,15.0,6.0,1095.0
Bengals,,,,,,,,,,,,,,,,85.0,,22.1,,,191.0,,,53.6,,,,,,222.0,80.0,26.0,13.0,1049.0
Lions,,,,,,,,,,,,,,,,82.0,,20.2,,,196.0,,,57.0,,,,,,220.0,90.0,13.0,5.0,1021.0
Jaguars,,,,,,,,,,,,,,,,85.0,,21.8,,,183.0,,,50.3,,,,,,220.0,76.0,25.0,12.0,1020.0
Buccaneers,,,,,,,,,,,,,,,,81.0,,19.8,,,244.0,,,63.9,,,,,,217.0,90.0,17.0,9.0,1086.0
Bears,,,,,,,,,,,,,,,,85.0,,21.5,,,178.0,,,48.0,,,,,,216.0,77.0,21.0,7.0,1020.0
Bills,,,,,,,,,,,,,,,,120.0,,25.8,,,162.0,,,54.2,,,,,,212.0,76.0,18.0,8.0,1018.0
Giants,,,,,,,,,,,,,,,,89.0,,24.6,,,187.0,,,49.7,,,,,,212.0,79.0,31.0,14.0,1012.0
Jets,,,,,,,,,,,,,,,,61.0,,15.9,,,162.0,,,50.2,,,,,,212.0,65.0,19.0,7.0,956.0
Rams,,,,,,,,,,,,,,,,92.0,,22.9,,,222.0,,,55.9,,,,,,208.0,83.0,13.0,3.0,1055.0
Falcons,,,,,,,,,,,,,,,,84.0,,23.2,,,258.0,,,56.2,,,,,,207.0,87.0,21.0,13.0,1096.0
Panthers,,,,,,,,,,,,,,,,82.0,,21.2,,,230.0,,,60.2,,,,,,207.0,66.0,24.0,12.0,1077.0
Colts,,,,,,,,,,,,,,,,131.0,,27.8,,,165.0,,,53.8,,,,,,207.0,86.0,24.0,14.0,1016.0
Dolphins,,,,,,,,,,,,,,,,64.0,,18.3,,,210.0,,,56.6,,,,,,207.0,71.0,28.0,13.0,1022.0
Cowboys,,,,,,,,,,,,,,,,120.0,,26.7,,,229.0,,,59.0,,,,,,204.0,96.0,16.0,7.0,1069.0
Packers,,,,,,,,,,,,,,,,90.0,,21.9,,,190.0,,,53.4,,,,,,203.0,73.0,14.0,7.0,1020.0
Broncos,,,,,,,,,,,,,,,,77.0,,18.8,,,162.0,,,51.9,,,,,,202.0,64.0,16.0,11.0,954.0
Raiders,,,,,,,,,,,,,,,,104.0,,23.8,,,194.0,,,52.9,,,,,,201.0,88.0,19.0,11.0,989.0
49ers,,,,,,,,,,,,,,,,110.0,,22.1,,,195.0,,,58.9,,,,,,200.0,90.0,12.0,7.0,1012.0
Seahawks,,,,,,,,,,,,,,,,121.0,,25.2,,,190.0,,,55.7,,,,,,200.0,79.0,14.0,7.0,1046.0
Cardinals,,,,,,,,,,,,,,,,109.0,,27.5,,,176.0,,,49.6,,,,,,197.0,71.0,20.0,13.0,1000.0
Browns,,,,,,,,,,,,,,,,90.0,,22.9,,,180.0,,,56.6,,,,,,196.0,71.0,17.0,7.0,973.0
Steelers,,,,,,,,,,,,,,,,75.0,,19.0,,,147.0,,,46.7,,,,,,195.0,67.0,15.0,2.0,937.0
Vikings,,,,,,,,,,,,,,,,106.0,,22.3,,,171.0,,,53.6,,,,,,194.0,83.0,15.0,8.0,970.0
Chargers,,,,,,,,,,,,,,,,90.0,,24.6,,,220.0,,,55.8,,,,,,194.0,86.0,18.0,10.0,997.0
Texans,,,,,,,,,,,,,,,,112.0,,25.8,,,203.0,,,57.2,,,,,,193.0,84.0,25.0,13.0,1017.0
Saints,,,,,,,,,,,,,,,,97.0,,24.0,,,230.0,,,55.0,,,,,,192.0,81.0,13.0,5.0,1011.0
Ravens,,,,,,,,,,,,,,,,188.0,,31.5,,,171.0,,,59.2,,,,,,187.0,88.0,24.0,17.0,1064.0
Chiefs,,,,,,,,,,,,,,,,93.0,,24.8,,,211.0,,,55.8,,,,,,187.0,89.0,10.0,6.0,976.0
Titans,,,,,,,,,,,,,,,,104.0,,23.4,,,177.0,,,59.6,,,,,,185.0,70.0,14.0,4.0,949.0
Redskins,,,,,,,,,,,,,,,,74.0,,20.8,,,154.0,,,51.7,,,,,,179.0,52.0,14.0,6.0,885.0
Steelers,656.0,428.0,65.2,6.3,4129.0,35.0,11.0,93.5,206.0,31.4,48.0,7.0,84T,14.0,126.0,,,,,,,,,,,,,,,,,,,
Cowboys,639.0,413.0,64.6,7.1,4511.0,25.0,13.0,89.9,231.0,36.2,50.0,11.0,69,44.0,350.0,,,,,,,,,,,,,,,,,,,
Chiefs,630.0,420.0,66.7,7.9,5005.0,40.0,7.0,107.3,255.0,40.5,69.0,8.0,75T,24.0,151.0,,,,,,,,,,,,,,,,,,,
Falcons,628.0,408.0,65.0,7.4,4620.0,27.0,11.0,93.9,243.0,38.7,59.0,8.0,63T,41.0,257.0,,,,,,,,,,,,,,,,,,,
Chargers,627.0,413.0,65.9,7.2,4548.0,31.0,10.0,97.0,226.0,36.0,54.0,10.0,72T,34.0,219.0,,,,,,,,,,,,,,,,,,,
Buccaneers,626.0,410.0,65.5,7.6,4776.0,42.0,12.0,102.8,238.0,38.0,67.0,12.0,50,22.0,150.0,,,,,,,,,,,,,,,,,,,
Jaguars,616.0,387.0,62.8,6.4,3955.0,25.0,16.0,83.9,205.0,33.3,45.0,5.0,73,44.0,256.0,,,,,,,,,,,,,,,,,,,
Bears,614.0,402.0,65.5,6.4,3925.0,26.0,16.0,86.5,218.0,35.5,42.0,3.0,53,36.0,270.0,,,,,,,,,,,,,,,,,,,
Football Team Football,601.0,389.0,64.7,6.3,3796.0,16.0,16.0,80.1,184.0,30.6,40.0,6.0,68,50.0,331.0,,,,,,,,,,,,,,,,,,,
Eagles,598.0,334.0,55.8,6.2,3728.0,22.0,20.0,72.9,177.0,29.6,43.0,9.0,81T,65.0,401.0,,,,,,,,,,,,,,,,,,,
Bills,596.0,410.0,68.8,8.0,4786.0,40.0,11.0,107.6,240.0,40.3,66.0,10.0,56,27.0,166.0,,,,,,,,,,,,,,,,,,,
Rams,590.0,392.0,66.4,7.1,4183.0,20.0,14.0,88.4,206.0,34.9,50.0,6.0,56T,25.0,169.0,,,,,,,,,,,,,,,,,,,
Lions,582.0,374.0,64.3,7.6,4397.0,27.0,13.0,93.3,220.0,37.8,58.0,8.0,73,42.0,293.0,,,,,,,,,,,,,,,,,,,
Bengals,581.0,372.0,64.0,6.5,3793.0,19.0,11.0,85.6,201.0,34.6,35.0,5.0,72T,48.0,345.0,,,,,,,,,,,,,,,,,,,
Cardinals,575.0,387.0,67.3,7.1,4102.0,27.0,13.0,94.1,211.0,36.7,45.0,14.0,80T,29.0,186.0,,,,,,,,,,,,,,,,,,,
49ers,570.0,371.0,65.1,7.6,4320.0,25.0,17.0,90.1,217.0,38.1,55.0,10.0,76,39.0,287.0,,,,,,,,,,,,,,,,,,,
Seahawks,563.0,388.0,68.9,7.5,4245.0,40.0,13.0,105.0,216.0,38.4,45.0,11.0,62,48.0,304.0,,,,,,,,,,,,,,,,,,,
Dolphins,559.0,370.0,66.2,7.0,3937.0,24.0,13.0,91.2,207.0,37.0,40.0,4.0,70,34.0,201.0,,,,,,,,,,,,,,,,,,,
Broncos,556.0,317.0,57.0,6.6,3673.0,21.0,23.0,72.5,176.0,31.6,49.0,11.0,92,32.0,222.0,,,,,,,,,,,,,,,,,,,
Colts,552.0,371.0,67.2,7.6,4186.0,24.0,11.0,95.9,201.0,36.4,56.0,8.0,55,21.0,133.0,,,,,,,,,,,,,,,,,,,
Raiders,551.0,369.0,67.0,8.0,4383.0,28.0,10.0,100.4,206.0,37.4,59.0,12.0,85,28.0,166.0,,,,,,,,,,,,,,,,,,,
Panthers,550.0,373.0,67.8,7.5,4129.0,16.0,16.0,87.4,192.0,34.9,55.0,9.0,75T,36.0,241.0,,,,,,,,,,,,,,,,,,,
Texans,546.0,383.0,70.2,8.9,4843.0,33.0,7.0,112.3,222.0,40.7,70.0,11.0,77T,50.0,305.0,,,,,,,,,,,,,,,,,,,
Packers,526.0,372.0,70.7,8.2,4299.0,48.0,5.0,121.5,216.0,41.1,57.0,14.0,78T,21.0,193.0,,,,,,,,,,,,,,,,,,,
Saints,522.0,370.0,70.9,7.6,3945.0,28.0,8.0,104.1,199.0,38.1,44.0,9.0,52T,29.0,187.0,,,,,,,,,,,,,,,,,,,
Giants,517.0,321.0,62.1,6.4,3336.0,12.0,11.0,79.6,178.0,34.4,36.0,5.0,53,50.0,310.0,,,,,,,,,,,,,,,,,,,
Vikings,516.0,349.0,67.6,8.3,4265.0,35.0,13.0,105.0,212.0,41.1,58.0,7.0,71T,39.0,256.0,,,,,,,,,,,,,,,,,,,
Browns,501.0,315.0,62.9,7.4,3701.0,27.0,8.0,96.6,195.0,38.9,45.0,5.0,75,26.0,162.0,,,,,,,,,,,,,,,,,,,
Jets,499.0,292.0,58.5,6.2,3115.0,16.0,14.0,75.9,146.0,29.3,39.0,6.0,69,43.0,319.0,,,,,,,,,,,,,,,,,,,
Titans,485.0,316.0,65.2,7.9,3826.0,33.0,7.0,105.9,203.0,41.9,44.0,13.0,75T,25.0,173.0,,,,,,,,,,,,,,,,,,,
Patriots,440.0,283.0,64.3,7.1,3124.0,12.0,14.0,81.1,157.0,35.7,38.0,3.0,50,37.0,234.0,,,,,,,,,,,,,,,,,,,
Ravens,406.0,257.0,63.3,7.2,2919.0,27.0,11.0,95.7,142.0,35.0,38.0,5.0,70T,32.0,180.0,,,,,,,,,,,,,,,,,,,
Ravens,555.0,,,,,24.0,,,,,31.0,5.0,72,,,3071.0,5.5,166.0,29.9,11.0,,,,,,,,,,,,,,
Titans,521.0,,,,,26.0,,,,,20.0,5.0,94,,,2690.0,5.2,142.0,27.3,5.0,,,,,,,,,,,,,,
Patriots,502.0,,,,,20.0,,,,,13.0,3.0,49,,,2346.0,4.7,143.0,28.5,8.0,,,,,,,,,,,,,,
Browns,495.0,,,,,21.0,,,,,21.0,4.0,59,,,2374.0,4.8,133.0,26.9,7.0,,,,,,,,,,,,,,
Saints,494.0,,,,,30.0,,,,,14.0,3.0,49T,,,2265.0,4.6,147.0,29.8,9.0,,,,,,,,,,,,,,
Cardinals,479.0,,,,,22.0,,,,,17.0,2.0,69T,,,2237.0,4.7,136.0,28.4,9.0,,,,,,,,,,,,,,
Rams,473.0,,,,,19.0,,,,,9.0,4.0,61T,,,2018.0,4.3,123.0,26.0,4.0,,,,,,,,,,,,,,
Vikings,468.0,,,,,20.0,,,,,10.0,1.0,70T,,,2283.0,4.9,139.0,29.7,5.0,,,,,,,,,,,,,,
Chargers,466.0,,,,,12.0,,,,,10.0,0.0,36,,,1784.0,3.8,111.0,23.8,8.0,,,,,,,,,,,,,,
Colts,459.0,,,,,20.0,,,,,12.0,3.0,62,,,1996.0,4.4,129.0,28.1,1.0,,,,,,,,,,,,,,
Raiders,457.0,,,,,20.0,,,,,9.0,1.0,43,,,1916.0,4.2,121.0,26.5,9.0,,,,,,,,,,,,,,
Packers,443.0,,,,,16.0,,,,,10.0,4.0,77,,,2118.0,4.8,114.0,25.7,4.0,,,,,,,,,,,,,,
Broncos,442.0,,,,,13.0,,,,,13.0,3.0,65,,,1918.0,4.3,94.0,21.3,7.0,,,,,,,,,,,,,,
49ers,437.0,,,,,19.0,,,,,8.0,2.0,80,,,1889.0,4.3,101.0,23.1,6.0,,,,,,,,,,,,,,
Cowboys,430.0,,,,,14.0,,,,,7.0,2.0,42,,,1788.0,4.2,115.0,26.7,7.0,,,,,,,,,,,,,,
Dolphins,428.0,,,,,15.0,,,,,7.0,0.0,31,,,1688.0,3.9,100.0,23.4,5.0,,,,,,,,,,,,,,
Bills,411.0,,,,,16.0,,,,,10.0,1.0,51,,,1723.0,4.2,119.0,29.0,6.0,,,,,,,,,,,,,,
Bengals,411.0,,,,,13.0,,,,,9.0,2.0,55,,,1668.0,4.1,92.0,22.4,8.0,,,,,,,,,,,,,,
Seahawks,411.0,,,,,15.0,,,,,11.0,1.0,50,,,1971.0,4.8,111.0,27.0,6.0,,,,,,,,,,,,,,
Falcons,409.0,,,,,13.0,,,,,6.0,1.0,62,,,1532.0,3.8,86.0,21.0,5.0,,,,,,,,,,,,,,
Panthers,407.0,,,,,19.0,,,,,6.0,1.0,45T,,,1704.0,4.2,110.0,27.0,7.0,,,,,,,,,,,,,,
Jets,406.0,,,,,9.0,,,,,4.0,1.0,46,,,1683.0,4.2,94.0,23.2,2.0,,,,,,,,,,,,,,
Chiefs,403.0,,,,,13.0,,,,,10.0,0.0,32,,,1799.0,4.5,110.0,27.3,5.0,,,,,,,,,,,,,,
Eagles,403.0,,,,,16.0,,,,,12.0,5.0,82,,,2027.0,5.0,114.0,28.3,15.0,,,,,,,,,,,,,,
Football Team Football,400.0,,,,,18.0,,,,,7.0,1.0,40,,,1611.0,4.0,108.0,27.0,3.0,,,,,,,,,,,,,,
Giants,399.0,,,,,13.0,,,,,9.0,3.0,80T,,,1768.0,4.4,91.0,22.8,5.0,,,,,,,,,,,,,,
Bears,393.0,,,,,12.0,,,,,8.0,3.0,80,,,1647.0,4.2,93.0,23.7,1.0,,,,,,,,,,,,,,
Steelers,373.0,,,,,12.0,,,,,10.0,2.0,59,,,1351.0,3.6,81.0,21.7,7.0,,,,,,,,,,,,,,
Buccaneers,369.0,,,,,16.0,,,,,9.0,2.0,98,,,1519.0,4.1,82.0,22.2,3.0,,,,,,,,,,,,,,
Lions,367.0,,,,,17.0,,,,,5.0,1.0,54,,,1499.0,4.1,93.0,25.3,5.0,,,,,,,,,,,,,,
Texans,344.0,,,,,10.0,,,,,5.0,1.0,48T,,,1466.0,4.3,83.0,24.1,7.0,,,,,,,,,,,,,,
Jaguars,337.0,,,,,9.0,,,,,6.0,1.0,47T,,,1519.0,4.5,80.0,23.7,3.0,,,,,,,,,,,,,,
Steelers,,,,,,35.0,,,,,48.0,7.0,84,,,,,,,,428.0,4129.0,9.6,206.0,48.1,8.0,,,,,,,,
Chiefs,,,,,,40.0,,,,,69.0,8.0,75,,,,,,,,420.0,5005.0,11.9,255.0,60.7,7.0,,,,,,,,
Cowboys,,,,,,25.0,,,,,50.0,11.0,69,,,,,,,,413.0,4511.0,10.9,231.0,55.9,3.0,,,,,,,,
Chargers,,,,,,31.0,,,,,54.0,10.0,72,,,,,,,,413.0,4548.0,11.0,226.0,54.7,3.0,,,,,,,,
Bills,,,,,,40.0,,,,,66.0,10.0,56,,,,,,,,410.0,4786.0,11.7,240.0,58.5,3.0,,,,,,,,
Buccaneers,,,,,,42.0,,,,,67.0,12.0,50,,,,,,,,410.0,4776.0,11.6,238.0,58.0,5.0,,,,,,,,
Falcons,,,,,,27.0,,,,,59.0,8.0,63,,,,,,,,408.0,4620.0,11.3,243.0,59.6,5.0,,,,,,,,
Bears,,,,,,26.0,,,,,42.0,3.0,53,,,,,,,,402.0,3925.0,9.8,218.0,54.2,5.0,,,,,,,,
Rams,,,,,,20.0,,,,,50.0,6.0,56,,,,,,,,392.0,4183.0,10.7,206.0,52.6,4.0,,,,,,,,
Football Team Football,,,,,,16.0,,,,,40.0,6.0,68,,,,,,,,389.0,3796.0,9.8,184.0,47.3,7.0,,,,,,,,
Seahawks,,,,,,40.0,,,,,45.0,11.0,62,,,,,,,,388.0,4245.0,10.9,216.0,55.7,3.0,,,,,,,,
Jaguars,,,,,,25.0,,,,,45.0,5.0,73,,,,,,,,387.0,3955.0,10.2,205.0,53.0,2.0,,,,,,,,
Cardinals,,,,,,27.0,,,,,45.0,14.0,80,,,,,,,,387.0,4102.0,10.6,211.0,54.5,6.0,,,,,,,,
Texans,,,,,,33.0,,,,,69.0,11.0,77,,,,,,,,383.0,4843.0,12.6,222.0,58.0,7.0,,,,,,,,
Lions,,,,,,27.0,,,,,58.0,8.0,73,,,,,,,,374.0,4397.0,11.8,220.0,58.8,1.0,,,,,,,,
Panthers,,,,,,16.0,,,,,55.0,9.0,75,,,,,,,,373.0,4129.0,11.1,192.0,51.5,3.0,,,,,,,,
Bengals,,,,,,19.0,,,,,35.0,5.0,72,,,,,,,,372.0,3793.0,10.2,201.0,54.0,4.0,,,,,,,,
Packers,,,,,,48.0,,,,,57.0,14.0,78,,,,,,,,372.0,4299.0,11.6,216.0,58.1,3.0,,,,,,,,
Colts,,,,,,24.0,,,,,56.0,8.0,55,,,,,,,,371.0,4186.0,11.3,201.0,54.2,3.0,,,,,,,,
49ers,,,,,,25.0,,,,,54.0,10.0,76,,,,,,,,371.0,4320.0,11.6,217.0,58.5,1.0,,,,,,,,
Dolphins,,,,,,24.0,,,,,40.0,4.0,70,,,,,,,,370.0,3937.0,10.6,207.0,56.0,3.0,,,,,,,,
Saints,,,,,,28.0,,,,,44.0,9.0,52,,,,,,,,370.0,3945.0,10.7,199.0,53.8,4.0,,,,,,,,
Raiders,,,,,,28.0,,,,,59.0,12.0,85,,,,,,,,369.0,4383.0,11.9,206.0,55.8,4.0,,,,,,,,
Vikings,,,,,,35.0,,,,,58.0,7.0,71,,,,,,,,349.0,4265.0,12.2,212.0,60.7,4.0,,,,,,,,
Eagles,,,,,,22.0,,,,,43.0,9.0,81,,,,,,,,334.0,3728.0,11.2,177.0,53.0,1.0,,,,,,,,
Giants,,,,,,12.0,,,,,36.0,5.0,53,,,,,,,,321.0,3336.0,10.4,178.0,55.4,3.0,,,,,,,,
Broncos,,,,,,21.0,,,,,49.0,11.0,92,,,,,,,,317.0,3673.0,11.6,176.0,55.5,6.0,,,,,,,,
Titans,,,,,,33.0,,,,,44.0,13.0,75,,,,,,,,316.0,3826.0,12.1,203.0,64.2,3.0,,,,,,,,
Browns,,,,,,27.0,,,,,45.0,5.0,75,,,,,,,,315.0,3701.0,11.8,195.0,61.9,6.0,,,,,,,,
Jets,,,,,,16.0,,,,,39.0,6.0,69,,,,,,,,292.0,3115.0,10.7,146.0,50.0,2.0,,,,,,,,
Patriots,,,,,,12.0,,,,,38.0,3.0,50,,,,,,,,283.0,3124.0,11.0,157.0,55.5,6.0,,,,,,,,
Ravens,,,,,,27.0,,,,,38.0,5.0,70,,,,,,,,257.0,2919.0,11.4,142.0,55.2,3.0,,,,,,,,
Saints,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,30.0,59.0,0.0,,,,,
Titans,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,26.0,61.0,4.0,,,,,
Ravens,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,24.0,52.0,2.0,,,,,
Cardinals,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,22.0,49.0,0.0,,,,,
Browns,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,21.0,50.0,2.0,,,,,
Colts,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,20.0,50.0,3.0,,,,,
Raiders,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,20.0,48.0,1.0,,,,,
Vikings,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,20.0,55.0,8.0,,,,,
Patriots,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,20.0,35.0,1.0,,,,,
Panthers,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,19.0,35.0,1.0,,,,,
Rams,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,19.0,42.0,1.0,,,,,
49ers,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,19.0,45.0,1.0,,,,,
